Line Number,Number of Tokens,Language,Model
735,173,en,google/gemma-2-9b-it
736,195,en,google/gemma-2-9b-it
737,137,en,google/gemma-2-9b-it
738,60,en,google/gemma-2-9b-it
739,179,en,google/gemma-2-9b-it
740,127,en,google/gemma-2-9b-it
741,172,en,google/gemma-2-9b-it
742,92,en,google/gemma-2-9b-it
743,134,en,google/gemma-2-9b-it
744,113,en,google/gemma-2-9b-it
745,115,en,google/gemma-2-9b-it
746,182,en,google/gemma-2-9b-it
747,120,en,google/gemma-2-9b-it
748,59,en,google/gemma-2-9b-it
749,139,en,google/gemma-2-9b-it
750,66,en,google/gemma-2-9b-it
751,137,en,google/gemma-2-9b-it
752,406,en,google/gemma-2-9b-it
753,89,en,google/gemma-2-9b-it
754,211,en,google/gemma-2-9b-it
755,72,en,google/gemma-2-9b-it
756,85,en,google/gemma-2-9b-it
757,206,en,google/gemma-2-9b-it
758,149,en,google/gemma-2-9b-it
759,137,en,google/gemma-2-9b-it
760,104,en,google/gemma-2-9b-it
761,96,en,google/gemma-2-9b-it
762,296,en,google/gemma-2-9b-it
763,103,en,google/gemma-2-9b-it
764,134,en,google/gemma-2-9b-it
765,113,en,google/gemma-2-9b-it
766,206,en,google/gemma-2-9b-it
767,72,en,google/gemma-2-9b-it
768,224,en,google/gemma-2-9b-it
769,92,en,google/gemma-2-9b-it
770,220,en,google/gemma-2-9b-it
771,225,en,google/gemma-2-9b-it
772,100,en,google/gemma-2-9b-it
773,61,en,google/gemma-2-9b-it
774,177,en,google/gemma-2-9b-it
775,103,en,google/gemma-2-9b-it
776,83,en,google/gemma-2-9b-it
777,83,en,google/gemma-2-9b-it
778,112,en,google/gemma-2-9b-it
779,97,en,google/gemma-2-9b-it
780,95,en,google/gemma-2-9b-it
781,149,en,google/gemma-2-9b-it
782,185,en,google/gemma-2-9b-it
783,124,en,google/gemma-2-9b-it
784,202,en,google/gemma-2-9b-it
785,247,en,google/gemma-2-9b-it
786,307,en,google/gemma-2-9b-it
787,138,en,google/gemma-2-9b-it
788,138,en,google/gemma-2-9b-it
789,121,en,google/gemma-2-9b-it
790,134,en,google/gemma-2-9b-it
791,179,en,google/gemma-2-9b-it
792,111,en,google/gemma-2-9b-it
793,82,en,google/gemma-2-9b-it
794,128,en,google/gemma-2-9b-it
795,131,en,google/gemma-2-9b-it
796,73,en,google/gemma-2-9b-it
797,135,en,google/gemma-2-9b-it
798,185,en,google/gemma-2-9b-it
799,80,en,google/gemma-2-9b-it
800,200,en,google/gemma-2-9b-it
801,109,en,google/gemma-2-9b-it
802,90,en,google/gemma-2-9b-it
803,76,en,google/gemma-2-9b-it
804,128,en,google/gemma-2-9b-it
805,62,en,google/gemma-2-9b-it
806,162,en,google/gemma-2-9b-it
807,95,en,google/gemma-2-9b-it
808,149,en,google/gemma-2-9b-it
809,141,en,google/gemma-2-9b-it
810,111,en,google/gemma-2-9b-it
811,191,en,google/gemma-2-9b-it
812,171,en,google/gemma-2-9b-it
813,73,en,google/gemma-2-9b-it
814,154,en,google/gemma-2-9b-it
815,127,en,google/gemma-2-9b-it
816,58,en,google/gemma-2-9b-it
817,112,en,google/gemma-2-9b-it
818,114,en,google/gemma-2-9b-it
819,104,en,google/gemma-2-9b-it
820,51,en,google/gemma-2-9b-it
821,158,en,google/gemma-2-9b-it
822,78,en,google/gemma-2-9b-it
823,100,en,google/gemma-2-9b-it
824,173,en,google/gemma-2-9b-it
825,163,en,google/gemma-2-9b-it
826,62,en,google/gemma-2-9b-it
827,73,en,google/gemma-2-9b-it
828,86,en,google/gemma-2-9b-it
829,256,en,google/gemma-2-9b-it
830,134,en,google/gemma-2-9b-it
831,75,en,google/gemma-2-9b-it
832,169,en,google/gemma-2-9b-it
833,100,en,google/gemma-2-9b-it
834,80,en,google/gemma-2-9b-it
835,275,en,google/gemma-2-9b-it
836,83,en,google/gemma-2-9b-it
837,110,en,google/gemma-2-9b-it
838,79,en,google/gemma-2-9b-it
839,118,en,google/gemma-2-9b-it
840,111,en,google/gemma-2-9b-it
841,61,en,google/gemma-2-9b-it
842,86,en,google/gemma-2-9b-it
843,147,en,google/gemma-2-9b-it
844,87,en,google/gemma-2-9b-it
845,91,en,google/gemma-2-9b-it
846,78,en,google/gemma-2-9b-it
847,168,en,google/gemma-2-9b-it
848,87,en,google/gemma-2-9b-it
849,93,en,google/gemma-2-9b-it
850,86,en,google/gemma-2-9b-it
851,79,en,google/gemma-2-9b-it
852,89,en,google/gemma-2-9b-it
853,176,en,google/gemma-2-9b-it
854,62,en,google/gemma-2-9b-it
855,180,en,google/gemma-2-9b-it
856,56,en,google/gemma-2-9b-it
857,132,en,google/gemma-2-9b-it
858,129,en,google/gemma-2-9b-it
859,61,en,google/gemma-2-9b-it
860,88,en,google/gemma-2-9b-it
861,122,en,google/gemma-2-9b-it
862,71,en,google/gemma-2-9b-it
863,109,en,google/gemma-2-9b-it
864,86,en,google/gemma-2-9b-it
865,130,en,google/gemma-2-9b-it
866,65,en,google/gemma-2-9b-it
867,89,en,google/gemma-2-9b-it
868,151,en,google/gemma-2-9b-it
869,66,en,google/gemma-2-9b-it
870,87,en,google/gemma-2-9b-it
871,107,en,google/gemma-2-9b-it
872,153,en,google/gemma-2-9b-it
873,79,en,google/gemma-2-9b-it
874,104,en,google/gemma-2-9b-it
875,119,en,google/gemma-2-9b-it
876,76,en,google/gemma-2-9b-it
877,144,en,google/gemma-2-9b-it
878,253,en,google/gemma-2-9b-it
879,239,en,google/gemma-2-9b-it
880,137,en,google/gemma-2-9b-it
881,101,en,google/gemma-2-9b-it
882,86,en,google/gemma-2-9b-it
883,122,en,google/gemma-2-9b-it
884,104,en,google/gemma-2-9b-it
885,146,en,google/gemma-2-9b-it
886,218,en,google/gemma-2-9b-it
887,171,en,google/gemma-2-9b-it
888,148,en,google/gemma-2-9b-it
889,150,en,google/gemma-2-9b-it
890,73,en,google/gemma-2-9b-it
891,110,en,google/gemma-2-9b-it
892,76,en,google/gemma-2-9b-it
893,95,en,google/gemma-2-9b-it
894,126,en,google/gemma-2-9b-it
895,159,en,google/gemma-2-9b-it
896,75,en,google/gemma-2-9b-it
897,61,en,google/gemma-2-9b-it
898,144,en,google/gemma-2-9b-it
899,55,en,google/gemma-2-9b-it
900,112,en,google/gemma-2-9b-it
901,65,en,google/gemma-2-9b-it
902,130,en,google/gemma-2-9b-it
903,221,en,google/gemma-2-9b-it
904,117,en,google/gemma-2-9b-it
905,72,en,google/gemma-2-9b-it
906,108,en,google/gemma-2-9b-it
907,98,en,google/gemma-2-9b-it
908,167,en,google/gemma-2-9b-it
909,105,en,google/gemma-2-9b-it
910,101,en,google/gemma-2-9b-it
911,107,en,google/gemma-2-9b-it
912,92,en,google/gemma-2-9b-it
913,189,en,google/gemma-2-9b-it
914,208,en,google/gemma-2-9b-it
915,125,en,google/gemma-2-9b-it
916,186,en,google/gemma-2-9b-it
917,152,en,google/gemma-2-9b-it
918,68,en,google/gemma-2-9b-it
919,171,en,google/gemma-2-9b-it
920,144,en,google/gemma-2-9b-it
921,104,en,google/gemma-2-9b-it
922,116,en,google/gemma-2-9b-it
923,131,en,google/gemma-2-9b-it
924,223,en,google/gemma-2-9b-it
925,115,en,google/gemma-2-9b-it
926,112,en,google/gemma-2-9b-it
927,179,en,google/gemma-2-9b-it
928,97,en,google/gemma-2-9b-it
929,146,en,google/gemma-2-9b-it
930,154,en,google/gemma-2-9b-it
931,98,en,google/gemma-2-9b-it
932,103,en,google/gemma-2-9b-it
933,58,en,google/gemma-2-9b-it
934,201,en,google/gemma-2-9b-it
935,143,en,google/gemma-2-9b-it
936,166,en,google/gemma-2-9b-it
937,156,en,google/gemma-2-9b-it
938,139,en,google/gemma-2-9b-it
939,88,en,google/gemma-2-9b-it
940,164,en,google/gemma-2-9b-it
941,154,en,google/gemma-2-9b-it
942,149,en,google/gemma-2-9b-it
943,72,en,google/gemma-2-9b-it
944,111,en,google/gemma-2-9b-it
945,148,en,google/gemma-2-9b-it
946,126,en,google/gemma-2-9b-it
947,172,en,google/gemma-2-9b-it
948,206,en,google/gemma-2-9b-it
949,105,en,google/gemma-2-9b-it
950,138,en,google/gemma-2-9b-it
951,101,en,google/gemma-2-9b-it
952,169,en,google/gemma-2-9b-it
953,146,en,google/gemma-2-9b-it
954,84,en,google/gemma-2-9b-it
955,97,en,google/gemma-2-9b-it
956,194,en,google/gemma-2-9b-it
957,104,en,google/gemma-2-9b-it
958,367,en,google/gemma-2-9b-it
959,86,en,google/gemma-2-9b-it
960,124,en,google/gemma-2-9b-it
961,165,en,google/gemma-2-9b-it
962,106,en,google/gemma-2-9b-it
963,108,en,google/gemma-2-9b-it
964,110,en,google/gemma-2-9b-it
965,63,en,google/gemma-2-9b-it
966,187,en,google/gemma-2-9b-it
967,88,en,google/gemma-2-9b-it
968,237,en,google/gemma-2-9b-it
969,158,en,google/gemma-2-9b-it
970,70,en,google/gemma-2-9b-it
971,155,en,google/gemma-2-9b-it
972,88,en,google/gemma-2-9b-it
973,223,en,google/gemma-2-9b-it
974,73,en,google/gemma-2-9b-it
975,73,en,google/gemma-2-9b-it
976,256,en,google/gemma-2-9b-it
977,262,en,google/gemma-2-9b-it
978,125,en,google/gemma-2-9b-it
979,111,en,google/gemma-2-9b-it
980,97,en,google/gemma-2-9b-it
981,83,en,google/gemma-2-9b-it
982,110,en,google/gemma-2-9b-it
983,59,en,google/gemma-2-9b-it
984,135,en,google/gemma-2-9b-it
985,166,en,google/gemma-2-9b-it
986,146,en,google/gemma-2-9b-it
987,127,en,google/gemma-2-9b-it
988,155,en,google/gemma-2-9b-it
989,87,en,google/gemma-2-9b-it
990,145,en,google/gemma-2-9b-it
991,101,en,google/gemma-2-9b-it
992,174,en,google/gemma-2-9b-it
993,121,en,google/gemma-2-9b-it
994,76,en,google/gemma-2-9b-it
995,88,en,google/gemma-2-9b-it
996,137,en,google/gemma-2-9b-it
997,123,en,google/gemma-2-9b-it
998,95,en,google/gemma-2-9b-it
999,139,en,google/gemma-2-9b-it
1000,77,en,google/gemma-2-9b-it
1001,99,en,google/gemma-2-9b-it
1002,126,en,google/gemma-2-9b-it
1003,84,en,google/gemma-2-9b-it
1004,95,en,google/gemma-2-9b-it
1005,197,en,google/gemma-2-9b-it
1006,87,en,google/gemma-2-9b-it
1007,126,en,google/gemma-2-9b-it
1008,233,en,google/gemma-2-9b-it
1009,188,en,google/gemma-2-9b-it
1010,131,en,google/gemma-2-9b-it
1011,137,en,google/gemma-2-9b-it
1012,195,en,google/gemma-2-9b-it
1013,185,en,google/gemma-2-9b-it
1014,140,en,google/gemma-2-9b-it
1015,131,en,google/gemma-2-9b-it
1016,69,en,google/gemma-2-9b-it
1017,165,en,google/gemma-2-9b-it
1018,170,en,google/gemma-2-9b-it
1019,274,en,google/gemma-2-9b-it
1020,105,en,google/gemma-2-9b-it
1021,190,en,google/gemma-2-9b-it
1022,71,en,google/gemma-2-9b-it
1023,85,en,google/gemma-2-9b-it
1024,100,en,google/gemma-2-9b-it
1025,54,en,google/gemma-2-9b-it
1026,379,en,google/gemma-2-9b-it
1027,82,en,google/gemma-2-9b-it
1028,193,en,google/gemma-2-9b-it
1029,133,en,google/gemma-2-9b-it
1030,139,en,google/gemma-2-9b-it
1031,72,en,google/gemma-2-9b-it
1032,96,en,google/gemma-2-9b-it
1033,232,en,google/gemma-2-9b-it
1034,268,en,google/gemma-2-9b-it
1035,221,en,google/gemma-2-9b-it
1036,95,en,google/gemma-2-9b-it
1037,55,en,google/gemma-2-9b-it
1038,114,en,google/gemma-2-9b-it
1039,159,en,google/gemma-2-9b-it
1040,89,en,google/gemma-2-9b-it
1041,347,en,google/gemma-2-9b-it
1042,72,en,google/gemma-2-9b-it
1043,43,en,google/gemma-2-9b-it
1044,259,en,google/gemma-2-9b-it
1045,81,en,google/gemma-2-9b-it
1046,71,en,google/gemma-2-9b-it
1047,189,en,google/gemma-2-9b-it
1048,121,en,google/gemma-2-9b-it
1049,127,en,google/gemma-2-9b-it
1050,109,en,google/gemma-2-9b-it
1051,56,en,google/gemma-2-9b-it
1052,79,en,google/gemma-2-9b-it
1053,100,en,google/gemma-2-9b-it
1054,78,en,google/gemma-2-9b-it
1055,67,en,google/gemma-2-9b-it
1056,151,en,google/gemma-2-9b-it
1057,84,en,google/gemma-2-9b-it
1058,79,en,google/gemma-2-9b-it
1059,282,en,google/gemma-2-9b-it
1060,101,en,google/gemma-2-9b-it
1061,85,en,google/gemma-2-9b-it
1062,86,en,google/gemma-2-9b-it
1063,93,en,google/gemma-2-9b-it
1064,83,en,google/gemma-2-9b-it
1065,92,en,google/gemma-2-9b-it
1066,145,en,google/gemma-2-9b-it
1067,131,en,google/gemma-2-9b-it
1068,104,en,google/gemma-2-9b-it
1069,173,en,google/gemma-2-9b-it
1070,153,en,google/gemma-2-9b-it
1071,87,en,google/gemma-2-9b-it
1072,82,en,google/gemma-2-9b-it
1073,116,en,google/gemma-2-9b-it
1074,130,en,google/gemma-2-9b-it
1075,151,en,google/gemma-2-9b-it
1076,217,en,google/gemma-2-9b-it
1077,148,en,google/gemma-2-9b-it
1078,110,en,google/gemma-2-9b-it
1079,56,en,google/gemma-2-9b-it
1080,140,en,google/gemma-2-9b-it
1081,160,en,google/gemma-2-9b-it
1082,121,en,google/gemma-2-9b-it
1083,152,en,google/gemma-2-9b-it
1084,68,en,google/gemma-2-9b-it
1085,48,en,google/gemma-2-9b-it
1086,65,en,google/gemma-2-9b-it
1087,111,en,google/gemma-2-9b-it
1088,87,en,google/gemma-2-9b-it
1089,140,en,google/gemma-2-9b-it
1090,80,en,google/gemma-2-9b-it
1091,71,en,google/gemma-2-9b-it
1092,253,en,google/gemma-2-9b-it
1093,101,en,google/gemma-2-9b-it
1094,148,en,google/gemma-2-9b-it
1095,180,en,google/gemma-2-9b-it
1096,118,en,google/gemma-2-9b-it
1097,206,en,google/gemma-2-9b-it
1098,55,en,google/gemma-2-9b-it
1099,61,en,google/gemma-2-9b-it
1100,164,en,google/gemma-2-9b-it
1101,208,en,google/gemma-2-9b-it
1102,221,en,google/gemma-2-9b-it
1103,66,en,google/gemma-2-9b-it
1104,101,en,google/gemma-2-9b-it
1105,125,en,google/gemma-2-9b-it
1106,70,en,google/gemma-2-9b-it
1107,143,en,google/gemma-2-9b-it
1108,190,en,google/gemma-2-9b-it
1109,247,en,google/gemma-2-9b-it
1110,177,en,google/gemma-2-9b-it
1111,176,en,google/gemma-2-9b-it
1112,261,en,google/gemma-2-9b-it
1113,142,en,google/gemma-2-9b-it
1114,60,en,google/gemma-2-9b-it
1115,117,en,google/gemma-2-9b-it
1116,62,en,google/gemma-2-9b-it
1117,95,en,google/gemma-2-9b-it
1118,130,en,google/gemma-2-9b-it
1119,73,en,google/gemma-2-9b-it
1120,131,en,google/gemma-2-9b-it
1121,87,en,google/gemma-2-9b-it
1122,113,en,google/gemma-2-9b-it
1123,74,en,google/gemma-2-9b-it
1124,71,en,google/gemma-2-9b-it
1125,241,en,google/gemma-2-9b-it
1126,87,en,google/gemma-2-9b-it
1127,154,en,google/gemma-2-9b-it
1128,206,en,google/gemma-2-9b-it
1129,121,en,google/gemma-2-9b-it
1130,172,en,google/gemma-2-9b-it
1131,179,en,google/gemma-2-9b-it
1132,55,en,google/gemma-2-9b-it
1133,154,en,google/gemma-2-9b-it
1134,132,en,google/gemma-2-9b-it
1135,115,en,google/gemma-2-9b-it
1136,157,en,google/gemma-2-9b-it
1137,88,en,google/gemma-2-9b-it
1138,138,en,google/gemma-2-9b-it
1139,150,en,google/gemma-2-9b-it
1140,59,en,google/gemma-2-9b-it
1141,202,en,google/gemma-2-9b-it
1142,93,en,google/gemma-2-9b-it
1143,112,en,google/gemma-2-9b-it
1144,106,en,google/gemma-2-9b-it
1145,140,en,google/gemma-2-9b-it
1146,92,en,google/gemma-2-9b-it
1147,172,en,google/gemma-2-9b-it
1148,226,en,google/gemma-2-9b-it
1149,104,en,google/gemma-2-9b-it
1150,101,en,google/gemma-2-9b-it
1151,112,en,google/gemma-2-9b-it
1152,73,en,google/gemma-2-9b-it
1153,68,en,google/gemma-2-9b-it
1154,124,en,google/gemma-2-9b-it
1155,60,en,google/gemma-2-9b-it
1156,198,en,google/gemma-2-9b-it
1157,150,en,google/gemma-2-9b-it
1158,108,en,google/gemma-2-9b-it
1159,51,en,google/gemma-2-9b-it
1160,139,en,google/gemma-2-9b-it
1161,177,en,google/gemma-2-9b-it
1162,66,en,google/gemma-2-9b-it
1163,150,en,google/gemma-2-9b-it
1164,82,en,google/gemma-2-9b-it
1165,118,en,google/gemma-2-9b-it
1166,84,en,google/gemma-2-9b-it
1167,69,en,google/gemma-2-9b-it
1168,163,en,google/gemma-2-9b-it
1169,156,en,google/gemma-2-9b-it
1170,160,en,google/gemma-2-9b-it
1171,153,en,google/gemma-2-9b-it
1172,146,en,google/gemma-2-9b-it
1173,86,en,google/gemma-2-9b-it
1174,136,en,google/gemma-2-9b-it
1175,145,en,google/gemma-2-9b-it
1176,87,en,google/gemma-2-9b-it
1177,109,en,google/gemma-2-9b-it
1178,265,en,google/gemma-2-9b-it
1179,63,en,google/gemma-2-9b-it
1180,127,en,google/gemma-2-9b-it
1181,88,en,google/gemma-2-9b-it
1182,97,en,google/gemma-2-9b-it
1183,179,en,google/gemma-2-9b-it
1184,138,en,google/gemma-2-9b-it
1185,87,en,google/gemma-2-9b-it
1186,90,en,google/gemma-2-9b-it
1187,149,en,google/gemma-2-9b-it
1188,79,en,google/gemma-2-9b-it
1189,186,en,google/gemma-2-9b-it
1190,101,en,google/gemma-2-9b-it
1191,181,en,google/gemma-2-9b-it
1192,145,en,google/gemma-2-9b-it
1193,125,en,google/gemma-2-9b-it
1194,152,en,google/gemma-2-9b-it
1195,57,en,google/gemma-2-9b-it
1196,131,en,google/gemma-2-9b-it
1197,149,en,google/gemma-2-9b-it
1198,185,en,google/gemma-2-9b-it
1199,148,en,google/gemma-2-9b-it
1200,56,en,google/gemma-2-9b-it
1201,70,en,google/gemma-2-9b-it
1202,109,en,google/gemma-2-9b-it
1203,142,en,google/gemma-2-9b-it
1204,92,en,google/gemma-2-9b-it
1205,82,en,google/gemma-2-9b-it
1206,135,en,google/gemma-2-9b-it
1207,67,en,google/gemma-2-9b-it
1208,121,en,google/gemma-2-9b-it
1209,98,en,google/gemma-2-9b-it
1210,140,en,google/gemma-2-9b-it
1211,117,en,google/gemma-2-9b-it
1212,94,en,google/gemma-2-9b-it
1213,117,en,google/gemma-2-9b-it
1214,113,en,google/gemma-2-9b-it
1215,261,en,google/gemma-2-9b-it
1216,135,en,google/gemma-2-9b-it
1217,125,en,google/gemma-2-9b-it
1218,53,en,google/gemma-2-9b-it
1219,121,en,google/gemma-2-9b-it
1220,104,en,google/gemma-2-9b-it
1221,177,en,google/gemma-2-9b-it
1222,140,en,google/gemma-2-9b-it
1223,128,en,google/gemma-2-9b-it
1224,159,en,google/gemma-2-9b-it
1225,156,en,google/gemma-2-9b-it
1226,154,en,google/gemma-2-9b-it
1227,98,en,google/gemma-2-9b-it
1228,146,en,google/gemma-2-9b-it
1229,149,en,google/gemma-2-9b-it
1230,174,en,google/gemma-2-9b-it
1231,117,en,google/gemma-2-9b-it
1232,93,en,google/gemma-2-9b-it
1233,131,en,google/gemma-2-9b-it
1234,69,en,google/gemma-2-9b-it
1235,116,en,google/gemma-2-9b-it
1236,137,en,google/gemma-2-9b-it
1237,62,en,google/gemma-2-9b-it
1238,100,en,google/gemma-2-9b-it
1239,115,en,google/gemma-2-9b-it
1240,113,en,google/gemma-2-9b-it
1241,106,en,google/gemma-2-9b-it
1242,113,en,google/gemma-2-9b-it
1243,94,en,google/gemma-2-9b-it
1,91,bn,google/gemma-2-9b-it
2,81,bn,google/gemma-2-9b-it
3,244,bn,google/gemma-2-9b-it
4,67,bn,google/gemma-2-9b-it
5,169,bn,google/gemma-2-9b-it
6,249,bn,google/gemma-2-9b-it
7,182,bn,google/gemma-2-9b-it
8,361,bn,google/gemma-2-9b-it
9,297,bn,google/gemma-2-9b-it
10,240,bn,google/gemma-2-9b-it
11,289,bn,google/gemma-2-9b-it
12,199,bn,google/gemma-2-9b-it
13,212,bn,google/gemma-2-9b-it
14,268,bn,google/gemma-2-9b-it
15,253,bn,google/gemma-2-9b-it
16,238,bn,google/gemma-2-9b-it
17,240,bn,google/gemma-2-9b-it
18,372,bn,google/gemma-2-9b-it
19,152,bn,google/gemma-2-9b-it
20,375,bn,google/gemma-2-9b-it
21,194,bn,google/gemma-2-9b-it
22,111,bn,google/gemma-2-9b-it
23,112,bn,google/gemma-2-9b-it
24,79,bn,google/gemma-2-9b-it
25,109,bn,google/gemma-2-9b-it
26,219,bn,google/gemma-2-9b-it
27,78,bn,google/gemma-2-9b-it
28,157,bn,google/gemma-2-9b-it
29,124,bn,google/gemma-2-9b-it
30,134,bn,google/gemma-2-9b-it
31,181,bn,google/gemma-2-9b-it
32,74,bn,google/gemma-2-9b-it
33,120,bn,google/gemma-2-9b-it
34,152,bn,google/gemma-2-9b-it
35,129,bn,google/gemma-2-9b-it
36,199,bn,google/gemma-2-9b-it
37,181,bn,google/gemma-2-9b-it
38,199,bn,google/gemma-2-9b-it
39,397,bn,google/gemma-2-9b-it
40,70,bn,google/gemma-2-9b-it
41,167,bn,google/gemma-2-9b-it
42,140,bn,google/gemma-2-9b-it
43,319,bn,google/gemma-2-9b-it
44,328,bn,google/gemma-2-9b-it
45,224,bn,google/gemma-2-9b-it
46,259,bn,google/gemma-2-9b-it
47,167,bn,google/gemma-2-9b-it
48,194,bn,google/gemma-2-9b-it
49,157,bn,google/gemma-2-9b-it
50,111,bn,google/gemma-2-9b-it
51,142,bn,google/gemma-2-9b-it
52,179,bn,google/gemma-2-9b-it
53,173,bn,google/gemma-2-9b-it
54,74,bn,google/gemma-2-9b-it
55,84,bn,google/gemma-2-9b-it
56,127,bn,google/gemma-2-9b-it
57,233,bn,google/gemma-2-9b-it
58,135,bn,google/gemma-2-9b-it
59,131,bn,google/gemma-2-9b-it
60,124,bn,google/gemma-2-9b-it
61,214,bn,google/gemma-2-9b-it
62,137,bn,google/gemma-2-9b-it
63,164,bn,google/gemma-2-9b-it
64,263,bn,google/gemma-2-9b-it
65,139,bn,google/gemma-2-9b-it
66,183,bn,google/gemma-2-9b-it
67,82,bn,google/gemma-2-9b-it
68,262,bn,google/gemma-2-9b-it
69,112,bn,google/gemma-2-9b-it
70,156,bn,google/gemma-2-9b-it
71,194,bn,google/gemma-2-9b-it
72,340,bn,google/gemma-2-9b-it
73,222,bn,google/gemma-2-9b-it
74,251,bn,google/gemma-2-9b-it
75,202,bn,google/gemma-2-9b-it
76,76,bn,google/gemma-2-9b-it
77,177,bn,google/gemma-2-9b-it
78,118,bn,google/gemma-2-9b-it
79,82,bn,google/gemma-2-9b-it
80,136,bn,google/gemma-2-9b-it
81,156,bn,google/gemma-2-9b-it
82,168,bn,google/gemma-2-9b-it
83,220,bn,google/gemma-2-9b-it
84,241,bn,google/gemma-2-9b-it
85,200,bn,google/gemma-2-9b-it
86,82,bn,google/gemma-2-9b-it
87,213,bn,google/gemma-2-9b-it
88,115,bn,google/gemma-2-9b-it
89,151,bn,google/gemma-2-9b-it
90,215,bn,google/gemma-2-9b-it
91,219,bn,google/gemma-2-9b-it
92,173,bn,google/gemma-2-9b-it
93,90,bn,google/gemma-2-9b-it
94,174,bn,google/gemma-2-9b-it
95,240,bn,google/gemma-2-9b-it
96,225,bn,google/gemma-2-9b-it
97,412,bn,google/gemma-2-9b-it
98,149,bn,google/gemma-2-9b-it
99,157,bn,google/gemma-2-9b-it
100,108,bn,google/gemma-2-9b-it
101,190,bn,google/gemma-2-9b-it
102,71,bn,google/gemma-2-9b-it
103,251,bn,google/gemma-2-9b-it
104,243,bn,google/gemma-2-9b-it
105,192,bn,google/gemma-2-9b-it
106,227,bn,google/gemma-2-9b-it
107,145,bn,google/gemma-2-9b-it
108,242,bn,google/gemma-2-9b-it
109,99,bn,google/gemma-2-9b-it
110,89,bn,google/gemma-2-9b-it
111,211,bn,google/gemma-2-9b-it
112,223,bn,google/gemma-2-9b-it
113,70,bn,google/gemma-2-9b-it
114,526,bn,google/gemma-2-9b-it
115,96,bn,google/gemma-2-9b-it
116,118,bn,google/gemma-2-9b-it
117,282,bn,google/gemma-2-9b-it
118,196,bn,google/gemma-2-9b-it
119,90,bn,google/gemma-2-9b-it
120,115,bn,google/gemma-2-9b-it
121,77,bn,google/gemma-2-9b-it
122,113,bn,google/gemma-2-9b-it
123,272,bn,google/gemma-2-9b-it
124,215,bn,google/gemma-2-9b-it
125,274,bn,google/gemma-2-9b-it
126,93,bn,google/gemma-2-9b-it
127,162,bn,google/gemma-2-9b-it
128,124,bn,google/gemma-2-9b-it
129,73,bn,google/gemma-2-9b-it
130,196,bn,google/gemma-2-9b-it
131,51,bn,google/gemma-2-9b-it
132,333,bn,google/gemma-2-9b-it
133,224,bn,google/gemma-2-9b-it
134,77,bn,google/gemma-2-9b-it
135,127,bn,google/gemma-2-9b-it
136,128,bn,google/gemma-2-9b-it
137,136,bn,google/gemma-2-9b-it
138,422,bn,google/gemma-2-9b-it
139,138,bn,google/gemma-2-9b-it
140,230,bn,google/gemma-2-9b-it
141,360,bn,google/gemma-2-9b-it
142,80,bn,google/gemma-2-9b-it
143,77,bn,google/gemma-2-9b-it
144,318,bn,google/gemma-2-9b-it
145,217,bn,google/gemma-2-9b-it
146,130,bn,google/gemma-2-9b-it
147,310,bn,google/gemma-2-9b-it
148,409,bn,google/gemma-2-9b-it
149,474,bn,google/gemma-2-9b-it
150,120,bn,google/gemma-2-9b-it
151,362,bn,google/gemma-2-9b-it
152,133,bn,google/gemma-2-9b-it
153,132,bn,google/gemma-2-9b-it
154,77,bn,google/gemma-2-9b-it
155,267,bn,google/gemma-2-9b-it
156,136,bn,google/gemma-2-9b-it
157,150,bn,google/gemma-2-9b-it
158,148,bn,google/gemma-2-9b-it
159,72,bn,google/gemma-2-9b-it
160,292,bn,google/gemma-2-9b-it
161,103,bn,google/gemma-2-9b-it
162,141,bn,google/gemma-2-9b-it
163,241,bn,google/gemma-2-9b-it
164,282,bn,google/gemma-2-9b-it
165,289,bn,google/gemma-2-9b-it
166,374,bn,google/gemma-2-9b-it
167,227,bn,google/gemma-2-9b-it
168,208,bn,google/gemma-2-9b-it
169,103,bn,google/gemma-2-9b-it
170,401,bn,google/gemma-2-9b-it
171,103,bn,google/gemma-2-9b-it
172,105,bn,google/gemma-2-9b-it
173,162,bn,google/gemma-2-9b-it
174,321,bn,google/gemma-2-9b-it
175,166,bn,google/gemma-2-9b-it
176,109,bn,google/gemma-2-9b-it
177,368,bn,google/gemma-2-9b-it
